age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
0,0,9,0,6,4,0,3,4,0,17,0,15,39,0
8,4,6,1,7,4,6,3,4,1,0,0,19,39,0
9,2,5,11,9,4,1,1,4,0,0,0,19,39,0
17,4,3,11,9,2,6,0,4,1,0,0,19,39,0
4,4,14,9,13,4,12,2,4,1,0,0,19,39,0
14,4,1,14,15,2,10,0,4,1,0,0,19,39,1
26,6,10,11,9,2,8,0,4,1,0,21,24,2,1
7,4,12,15,10,2,12,5,4,0,2,0,12,39,0
13,4,3,11,9,4,7,3,4,0,0,0,19,39,0
24,4,2,6,5,2,6,0,4,1,0,0,24,39,0
26,5,9,15,10,2,12,0,4,1,0,0,24,39,0
21,2,6,8,11,2,3,0,2,1,0,0,19,39,1
26,4,7,15,10,2,12,0,4,1,0,0,28,39,0
3,4,3,11,9,4,3,1,4,1,0,0,20,39,0
2,4,6,15,10,4,8,3,4,0,0,0,19,39,0
15,4,3,9,13,2,4,0,4,1,0,0,30,39,0
8,4,2,9,13,4,4,3,2,1,0,0,19,11,0
8,7,8,9,13,2,10,0,4,1,0,0,24,39,1
1,4,9,15,10,4,8,3,2,1,0,0,17,39,0
20,4,9,9,13,2,4,5,4,0,0,0,19,39,1
2,4,3,15,10,4,1,3,4,0,0,19,13,39,0
9,4,3,7,12,2,1,0,4,1,0,0,19,39,1
12,0,3,11,9,2,0,0,4,1,0,0,19,39,0
15,4,11,15,10,0,3,1,4,1,0,0,19,39,0
7,4,1,7,12,4,12,1,4,0,0,0,30,39,0
4,4,1,11,9,4,8,1,4,0,0,20,19,39,0
14,6,3,11,9,2,3,0,4,1,2,0,17,39,0
13,4,8,9,13,2,12,0,4,1,0,0,24,39,0
19,4,4,7,12,0,13,1,2,0,0,0,17,39,0
14,1,3,12,14,2,10,0,4,1,0,0,19,20,1
17,6,1,11,9,2,3,0,4,1,0,0,30,39,0
6,4,5,8,11,2,1,5,4,0,0,0,17,39,0
2,4,0,15,10,4,12,3,4,1,0,0,9,39,0
21,4,2,15,10,2,3,0,1,1,0,0,19,39,1
30,5,1,11,9,2,3,0,4,1,0,0,19,39,0
6,4,7,15,10,4,12,3,4,0,0,0,19,39,0
1,4,10,15,10,4,8,3,4,1,0,0,14,26,0
19,4,6,8,11,4,10,1,4,0,0,17,19,39,1
36,4,3,15,10,4,13,2,4,1,0,0,19,39,0
9,4,5,11,9,4,14,4,2,0,0,0,14,39,0
3,4,5,15,10,2,8,0,4,1,0,0,11,39,0
13,4,3,11,9,6,8,4,4,0,0,0,11,39,0
32,4,5,1,7,2,3,0,4,1,0,25,19,39,0
17,0,5,15,10,0,0,1,4,0,0,0,19,39,0
20,2,5,15,10,0,1,4,4,0,0,0,18,26,0
11,4,6,11,9,4,1,1,4,0,0,0,19,39,0
10,4,5,9,13,4,4,2,1,0,0,0,19,30,0
2,4,9,11,9,4,3,3,4,1,0,0,17,39,0
23,0,8,11,9,0,0,1,4,1,0,0,22,39,1
21,4,5,11,9,2,3,0,4,1,0,0,22,39,0
4,4,6,9,13,4,6,1,4,1,0,0,19,39,0
36,6,16,15,10,5,12,4,2,1,0,20,0,39,0
8,4,6,11,9,0,3,1,4,1,0,0,30,39,0
17,4,7,9,13,5,8,2,2,1,0,0,24,39,0
34,0,0,3,2,0,0,1,4,0,0,0,9,39,0
5,4,8,11,9,4,8,4,4,0,0,0,19,39,0
18,5,2,12,14,0,4,4,1,0,0,0,19,39,0
7,4,2,11,9,4,4,1,1,0,0,0,19,9,0
19,6,6,12,14,2,12,0,4,1,0,0,19,39,1
13,4,6,15,10,0,8,4,4,0,0,0,19,26,0
15,1,7,7,12,4,4,1,4,1,0,0,20,39,0
19,7,3,12,14,6,11,4,4,1,0,0,19,39,0
0,4,0,1,7,4,6,3,4,1,0,0,7,39,0
33,2,1,8,11,6,10,1,4,0,0,0,9,39,0
6,4,3,11,9,4,8,1,4,1,0,22,19,39,0
7,7,5,11,9,2,11,0,4,1,0,0,19,39,0
23,4,2,15,10,2,12,0,4,1,0,22,19,39,1
6,4,14,9,13,4,3,1,4,1,0,0,24,39,0
7,7,4,9,13,2,10,0,4,1,0,0,19,39,1
6,4,8,11,9,3,12,4,4,0,0,0,12,39,0
2,4,10,11,9,4,3,3,2,1,0,0,19,39,0
11,4,15,11,9,4,6,1,2,1,0,0,19,39,0
0,4,5,11,9,4,8,3,4,1,0,0,5,39,0
10,4,0,9,13,2,10,0,4,1,0,0,32,39,0
18,2,5,15,10,2,4,0,2,1,0,0,18,39,1
17,4,3,15,10,0,1,1,4,0,0,0,19,39,0
8,4,21,15,10,4,3,1,2,1,0,0,22,39,0
15,4,9,5,4,2,7,0,4,1,0,0,19,26,1
13,1,0,15,10,2,1,0,4,1,0,0,20,39,1
11,4,9,11,9,2,1,0,2,1,0,0,19,39,0
16,6,4,9,13,0,4,1,4,0,0,0,19,39,0
24,0,4,9,13,0,0,1,4,0,0,0,24,39,0
9,4,2,12,14,2,10,5,4,0,0,0,24,39,0
28,7,3,10,16,2,10,0,4,1,0,0,0,39,1
14,4,4,15,10,0,7,1,2,0,0,0,13,39,0
4,4,4,15,10,2,7,0,4,1,0,0,19,39,0
16,2,17,9,13,2,3,0,2,1,0,0,19,39,0
20,4,3,15,10,2,13,0,4,1,0,0,22,39,0
16,1,4,9,13,2,13,0,4,1,0,0,11,39,0
4,4,6,4,3,2,14,2,4,1,0,0,19,26,0
13,4,2,15,10,0,3,1,4,1,0,0,19,39,0
15,1,1,12,14,4,4,1,4,0,7,0,27,39,1
12,4,4,12,14,2,10,2,4,1,3,0,19,39,1
4,6,0,11,9,4,12,1,4,1,0,0,19,39,0
6,4,13,12,14,4,10,1,4,0,0,21,19,39,0
1,0,5,11,9,4,0,3,4,1,0,0,19,22,0
23,4,8,9,13,2,4,0,4,1,0,0,24,39,1
17,2,8,15,10,4,10,1,4,0,0,15,19,39,0
13,7,1,11,9,0,1,4,4,0,0,0,17,39,0
0,4,4,1,7,4,12,3,4,0,0,0,19,39,0
13,4,3,9,13,2,8,0,2,1,3,0,17,39,1
12,4,0,11,9,0,3,1,4,1,0,0,30,39,0
28,5,6,11,9,2,12,5,4,0,7,0,17,39,1
0,4,1,1,7,4,12,3,4,0,0,0,5,39,0
18,2,5,11,9,2,14,0,2,1,0,0,19,39,0
13,4,6,11,9,2,3,0,4,1,0,0,19,39,1
12,4,4,15,10,4,12,1,0,0,0,0,19,39,0
29,4,2,11,9,2,3,0,1,1,0,0,19,39,0
25,5,3,5,4,2,7,0,4,1,0,0,19,39,1
13,4,21,9,13,4,4,1,2,1,0,0,30,39,1
22,4,10,7,12,0,12,1,4,0,0,0,19,39,0
14,4,5,9,13,2,12,0,4,1,0,0,24,31,0
19,4,3,9,13,2,10,0,4,1,0,0,27,39,0
5,4,8,0,6,4,3,1,4,1,0,0,19,39,0
9,4,6,15,10,2,6,0,4,1,0,0,19,39,0
32,0,5,3,2,0,0,1,4,1,0,0,19,39,0
49,4,1,11,9,4,8,1,2,1,0,25,19,39,0
25,4,5,11,9,2,1,0,2,1,0,0,9,39,0
24,2,4,13,1,4,7,1,4,0,0,0,17,39,0
0,4,7,11,9,4,12,3,4,0,0,0,19,39,0
29,0,0,0,6,0,0,1,0,0,0,0,4,39,0
33,6,5,11,9,2,5,0,4,1,0,0,24,39,0
39,4,10,8,11,6,1,1,4,0,0,0,9,4,0
32,4,5,11,9,0,1,1,4,0,0,0,19,39,0
12,4,17,1,7,5,14,1,2,1,1,0,19,39,0
16,4,3,11,9,0,12,4,2,0,0,0,18,39,0
5,4,4,15,10,4,1,1,4,1,0,0,20,39,0
10,4,3,15,10,0,3,2,3,0,0,0,19,39,0
7,4,2,14,15,4,10,1,4,1,0,0,27,39,1
28,7,8,11,9,2,8,0,4,1,0,0,19,39,0
15,7,5,15,10,4,1,1,4,0,0,0,18,39,0
16,4,5,9,13,2,4,0,4,1,0,0,24,20,1
14,2,3,12,14,2,4,0,4,1,0,0,35,39,1
4,4,3,11,9,4,14,3,4,1,0,0,19,39,0
15,4,11,9,13,2,10,0,4,1,0,0,19,39,1
16,6,6,11,9,2,8,5,4,0,0,0,9,39,0
4,7,8,7,12,2,11,0,4,1,0,0,24,39,0
2,0,3,15,10,4,0,3,4,1,0,0,9,39,0
14,4,5,15,10,0,3,1,4,1,0,19,19,39,0
26,4,6,11,9,2,1,0,4,1,0,0,17,0,0
28,4,7,11,9,2,1,0,4,1,0,0,22,39,1
10,4,5,11,9,4,8,1,4,0,0,0,16,39,0
15,4,6,7,12,2,13,0,4,1,0,22,30,39,1
19,4,4,11,9,2,1,0,4,1,0,0,19,0,0
16,4,3,14,15,2,10,5,4,0,0,0,19,39,1
17,4,12,9,13,2,1,5,2,0,0,0,19,39,0
28,2,5,0,6,6,8,4,2,0,0,0,14,39,0
1,2,0,15,10,4,1,3,4,1,0,0,19,39,0
28,4,8,15,10,4,14,1,4,1,0,0,9,39,0
17,6,9,11,9,2,5,0,1,1,0,0,19,1,1
2,4,3,11,9,4,8,3,4,0,0,0,19,39,0
10,4,5,11,9,5,8,1,4,0,0,0,14,39,0
19,4,5,8,11,6,4,1,4,0,0,0,22,39,0
22,4,6,5,4,0,3,1,4,1,0,0,19,39,0
13,4,4,9,13,0,10,3,4,0,0,0,19,39,0
19,4,2,11,9,2,12,0,4,1,0,0,30,39,0
0,4,7,1,7,4,8,3,4,1,0,0,5,39,0
28,4,4,15,10,2,12,0,4,1,2,0,19,39,0
6,4,12,1,7,2,3,0,4,1,0,0,19,39,0
13,5,8,15,10,2,4,0,1,1,0,0,37,37,1
1,0,6,15,10,4,0,3,4,1,0,0,11,2,0
32,4,0,11,9,2,4,0,4,1,0,0,19,39,1
10,4,5,9,13,4,10,1,4,0,0,0,22,39,0
10,4,7,11,9,2,3,5,4,0,0,0,19,39,1
30,4,1,11,9,2,4,0,4,1,0,0,19,39,1
0,4,6,6,5,4,8,3,4,1,0,0,11,39,0
22,6,0,12,14,2,5,0,4,1,1,0,49,39,0
6,2,6,12,14,4,10,3,4,1,0,0,17,39,0
8,4,1,11,9,0,10,3,4,0,0,0,19,39,0
17,4,15,11,9,2,6,0,2,1,0,0,19,39,0
18,4,5,15,10,2,3,0,4,1,3,0,19,39,1
12,4,6,15,10,4,4,1,4,0,0,0,19,39,0
5,4,6,15,10,4,13,3,4,0,0,0,19,39,0
4,4,9,15,10,2,7,5,4,0,3,0,23,39,1
3,4,0,9,13,4,10,1,4,0,0,0,7,11,0
17,2,2,15,10,2,3,0,4,1,2,0,19,39,1
11,4,5,7,12,0,12,4,2,0,0,0,22,39,0
29,4,5,9,13,0,10,1,4,0,0,0,20,39,0
2,4,6,11,9,4,6,3,4,1,0,0,19,39,0
27,1,13,12,14,2,12,0,4,1,7,0,19,39,1
16,4,7,14,15,2,10,0,4,1,0,0,30,39,1
22,4,5,15,10,0,8,1,4,1,0,0,22,39,0
5,4,12,9,13,4,4,1,4,0,0,0,19,39,0
22,4,6,5,4,2,3,0,4,1,0,0,19,7,0
13,4,6,9,13,2,10,0,4,1,0,0,22,39,0
9,4,3,11,9,0,10,1,4,0,0,0,19,39,0
8,2,7,9,13,4,11,1,4,1,0,0,28,39,0
2,4,7,15,10,4,12,3,4,1,0,0,22,39,0
6,4,7,9,13,4,13,4,2,0,0,0,19,39,0
32,4,3,11,9,2,14,0,4,1,0,0,7,39,0
13,5,1,9,13,0,12,1,4,0,0,0,30,39,0
15,0,4,12,14,2,0,5,1,0,1,0,19,0,0
4,4,8,11,9,4,3,3,4,1,0,0,19,39,0
14,4,5,11,9,0,12,1,4,1,0,0,40,39,0
21,4,4,9,13,2,1,0,4,1,3,0,19,39,1
2,4,4,15,10,4,8,1,1,0,0,0,12,39,0
9,4,6,11,9,2,14,0,4,1,0,0,22,39,1
26,4,7,11,9,2,12,0,4,1,2,0,19,39,1
4,4,9,15,10,2,1,5,1,0,0,0,19,25,0
17,4,5,11,9,0,1,1,4,0,0,0,19,39,0
6,4,6,7,12,4,13,1,4,1,0,0,22,39,0
19,4,2,7,12,4,10,1,4,0,0,0,16,39,0
12,4,6,7,12,2,1,0,4,1,0,0,19,39,1
16,5,0,15,10,2,5,0,4,1,0,0,27,39,1
6,4,1,9,13,4,12,1,4,1,0,0,19,39,0
11,4,4,12,14,2,4,0,1,1,3,0,17,36,1
1,0,28,15,10,4,0,3,2,0,0,0,12,39,0
13,6,6,9,13,0,10,1,2,0,0,0,19,39,1
3,4,6,15,10,4,12,3,4,1,0,0,7,39,0
4,4,6,15,10,4,7,1,4,1,0,0,19,39,0
41,6,4,15,10,2,12,0,4,1,0,0,19,39,0
3,4,13,4,3,2,7,2,4,0,0,0,19,26,0
8,4,13,15,10,4,13,1,4,0,0,0,19,39,0
30,4,4,11,9,6,8,1,4,0,0,0,11,39,0
15,6,5,11,9,2,4,0,4,1,0,0,19,39,0
17,4,1,15,10,2,3,0,4,1,0,17,24,39,0
12,4,5,11,9,0,14,1,4,1,0,0,22,39,0
8,4,6,1,7,4,4,1,4,0,0,0,19,39,0
40,6,5,12,14,2,3,0,4,1,0,0,4,39,0
31,6,2,11,9,2,5,0,4,1,0,0,22,39,0
4,0,6,8,11,4,0,3,2,0,0,0,7,39,0
17,4,5,15,10,2,10,5,4,0,0,21,24,39,1
28,6,10,11,9,2,6,0,4,1,0,0,19,39,0
33,4,3,11,9,4,14,1,4,1,1,0,27,39,0
16,4,6,15,10,4,3,1,2,1,0,0,22,39,0
6,4,7,9,13,4,1,1,4,1,0,0,19,39,0
20,4,5,8,11,4,8,1,4,1,0,0,19,39,0
26,2,2,0,6,2,1,0,4,1,0,0,19,39,0
24,4,7,11,9,2,14,0,4,1,0,0,19,39,0
0,4,8,4,3,4,8,2,4,1,0,0,23,26,0
8,4,2,11,9,4,3,2,4,1,0,0,19,39,0
21,4,1,12,14,4,10,1,4,1,0,0,30,39,0
1,4,3,11,9,4,12,4,2,1,0,0,14,14,0
19,4,8,11,9,2,8,0,2,1,0,0,19,39,0
6,4,2,7,12,4,12,1,4,1,0,0,19,39,0
14,4,9,8,11,2,3,0,4,1,3,0,19,39,1
13,7,3,11,9,2,11,0,4,1,3,0,19,39,1
10,4,2,11,9,4,5,1,4,1,0,0,9,39,0
3,7,9,15,10,4,11,3,2,0,0,0,19,39,0
17,6,7,9,13,4,12,1,4,1,0,0,20,39,0
34,0,0,1,7,2,0,0,4,1,0,0,3,39,0
8,0,4,8,11,0,0,4,4,0,0,0,19,39,0
26,4,3,7,12,3,8,1,4,1,0,0,12,20,0
9,4,4,9,13,4,10,3,4,1,0,0,12,39,0
10,4,3,9,13,2,4,0,4,1,0,0,19,39,1
6,4,6,11,9,2,8,0,4,1,0,0,19,39,0
10,4,3,9,13,2,4,0,4,1,0,0,19,39,1
19,2,10,1,7,2,14,0,4,1,0,0,14,39,0
28,0,12,9,13,2,0,0,4,1,0,0,19,39,1
14,1,2,11,9,2,1,0,4,1,0,0,19,39,1
32,4,5,1,7,6,8,4,3,1,0,0,19,39,0
15,4,2,8,11,2,13,0,4,1,0,0,19,39,1
17,4,3,11,9,2,1,5,4,0,0,0,17,39,0
6,6,3,6,5,2,3,0,4,1,0,0,19,32,0
13,4,11,0,6,2,8,5,4,0,0,0,11,39,0
30,4,8,12,14,2,10,0,4,1,0,0,19,39,1
17,4,5,9,13,2,14,0,4,1,0,0,22,39,0
17,4,5,9,13,0,4,1,4,1,0,17,22,39,1
3,4,13,11,9,3,12,1,4,1,0,0,27,39,0
7,4,2,11,9,2,3,0,4,1,0,0,19,39,0
26,6,5,15,10,2,12,0,4,1,0,0,22,39,0
3,4,11,7,12,4,12,1,4,0,0,0,7,39,0
27,4,6,9,13,0,4,1,4,0,0,0,22,39,1
15,4,15,11,9,0,12,4,4,0,0,0,19,39,0
6,1,5,15,10,4,1,4,4,0,0,0,7,39,0
0,4,2,1,7,4,8,3,4,1,0,0,4,39,0
15,7,5,8,11,2,7,0,4,1,0,0,18,39,1
19,4,8,11,9,2,7,0,2,1,0,0,19,39,0
18,4,5,11,9,4,3,1,2,1,0,0,19,39,0
2,2,11,15,10,4,1,3,4,0,0,0,4,39,0
10,4,8,11,9,2,3,5,4,0,0,0,19,39,0
4,4,0,15,10,4,12,1,4,1,0,0,19,39,0
19,6,2,12,14,0,4,1,4,1,0,0,14,39,0
14,4,5,11,9,2,12,0,4,1,0,0,24,39,0
25,4,5,11,9,0,14,1,4,1,0,0,19,39,0
19,4,6,4,3,0,3,1,4,0,0,26,22,39,0
5,4,11,15,10,2,3,0,4,1,0,0,19,39,0
19,4,3,15,10,0,12,1,4,0,0,0,19,39,0
13,2,3,15,10,2,14,5,4,0,0,0,19,39,0
4,4,12,11,9,4,8,1,4,0,0,0,12,39,0
8,4,4,11,9,5,7,1,4,1,0,0,19,39,0
18,4,5,15,10,2,1,5,4,0,0,27,2,39,1
1,4,0,15,10,4,1,3,4,0,0,0,7,39,0
1,4,7,11,9,4,8,2,4,0,0,0,19,39,0
12,4,7,11,9,2,8,5,4,0,0,0,19,39,1
6,4,9,9,13,4,3,1,4,1,0,0,24,39,0
19,6,8,7,12,5,3,1,4,1,0,0,19,39,0
11,7,2,9,13,2,4,0,4,1,3,0,22,0,1
11,4,6,11,9,4,8,1,4,0,0,0,17,39,0
18,4,3,15,10,2,13,0,4,1,0,0,19,39,0
19,4,2,15,10,0,6,4,4,0,0,0,19,39,0
2,0,4,11,9,4,0,2,4,0,0,0,17,39,0
5,4,2,9,13,2,4,0,4,1,0,0,27,39,1
23,5,4,9,13,2,4,0,4,1,0,0,24,39,1
2,4,13,15,10,4,6,3,4,1,0,0,19,39,0
7,4,3,15,10,4,8,1,4,0,0,0,19,39,0
22,7,9,9,13,2,11,0,4,1,0,0,19,39,1
11,4,7,8,11,0,13,1,4,0,0,0,32,39,0
7,4,5,5,4,2,6,0,3,1,0,25,19,33,0
16,4,14,12,14,2,4,0,4,1,0,22,32,39,1
7,4,3,11,9,2,1,0,4,1,0,0,19,39,0
19,6,10,11,9,2,3,0,4,1,0,0,12,39,0
7,0,3,15,10,2,0,5,4,0,0,21,19,39,1
10,4,11,15,10,2,4,0,4,1,0,0,24,39,0
16,2,1,15,10,0,8,1,2,0,0,0,11,39,0
4,4,7,11,9,4,6,4,2,0,0,0,19,39,0
10,4,3,15,10,0,4,4,4,0,0,0,19,39,0
19,4,5,10,16,2,4,0,4,1,7,0,30,39,1
9,7,34,15,10,2,7,0,4,1,0,0,19,39,0
12,4,2,2,8,0,3,1,4,1,0,0,24,39,1
23,4,6,3,2,2,7,0,4,1,0,0,19,26,0
8,4,13,1,7,4,8,3,4,0,0,0,9,39,0
11,2,7,1,7,5,7,1,2,1,0,0,19,39,0
11,7,7,11,9,0,14,4,4,0,0,0,19,39,0
2,4,1,15,10,2,12,0,4,1,0,0,14,39,0
0,4,5,1,7,4,6,3,4,1,1,0,8,39,0
10,7,2,9,13,2,4,5,4,0,0,0,19,39,1
8,4,5,11,9,0,5,1,4,1,0,0,19,39,0
10,4,7,0,6,4,3,4,4,0,0,0,17,39,0
5,4,4,11,9,2,14,0,4,1,0,0,30,39,0
13,1,8,12,14,4,10,1,4,1,0,16,19,39,0
4,4,6,11,9,4,6,1,4,1,0,0,36,6,0
31,5,7,11,9,2,4,0,4,1,0,0,19,39,1
20,2,9,12,14,2,10,0,4,1,0,0,19,39,0
43,0,3,11,9,6,0,1,4,1,0,0,11,39,0
0,0,6,1,7,4,0,3,4,1,0,0,19,39,0
15,6,6,9,13,3,10,1,4,0,1,0,19,39,0
8,4,0,7,12,2,8,5,4,0,0,0,12,39,1
6,4,3,15,10,4,3,3,1,1,0,22,19,30,0
10,4,6,12,14,2,10,0,4,1,0,0,24,39,1
11,2,9,11,9,4,5,1,2,1,0,0,30,39,0
11,2,3,15,10,4,11,1,4,0,0,0,19,39,0
4,4,2,15,10,2,1,0,4,1,0,0,19,39,0
17,2,11,15,10,2,1,5,4,0,0,0,19,39,0
8,4,11,9,13,4,10,1,4,1,0,0,19,39,0
19,4,1,11,9,0,1,1,4,0,0,0,13,39,0
4,1,6,11,9,4,2,3,4,1,0,0,19,39,0
18,4,3,15,10,2,10,0,4,1,0,0,19,39,1
6,4,13,6,5,4,3,2,4,1,0,0,19,26,0
2,4,9,15,10,4,12,1,4,1,0,0,17,39,0
18,4,9,11,9,6,4,4,2,0,0,0,19,39,0
23,4,1,11,9,2,3,0,0,1,0,0,19,39,0
2,4,4,11,9,2,7,0,4,1,0,0,19,39,0
0,0,8,1,7,4,0,3,4,0,0,0,2,39,0
1,4,6,11,9,4,7,3,2,0,0,0,19,39,0
19,5,6,15,10,2,3,0,4,1,0,0,27,39,1
29,4,7,11,9,2,3,0,4,1,0,0,19,39,1
17,4,6,7,12,2,4,0,2,1,0,0,19,0,1
18,6,7,11,9,2,12,5,4,0,0,0,19,39,1
15,4,2,8,11,2,7,0,1,1,0,0,19,39,1
8,4,5,11,9,2,4,5,4,0,0,0,19,39,0
14,4,11,15,10,2,14,0,2,1,0,0,24,39,0
4,4,1,11,9,2,14,0,4,1,0,0,30,39,0
10,0,3,15,10,2,0,0,4,1,0,0,19,39,0
18,4,3,7,12,4,5,3,4,1,0,0,19,39,0
25,2,9,11,9,2,14,0,2,1,0,0,19,39,0
