age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
6, Private,6, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,19, Mexico, <=50K
15, Private,0, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, <=50K
34, ?,6, 10th,6, Married-civ-spouse, ?, Husband, White, Male,0,0,0, United-States, <=50K
0, Private,10, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
9, Local-gov,3, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,19, United-States, <=50K
0, Private,14, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,14, United-States, <=50K
23, Private,8, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,19, Cuba, <=50K
19, Private,1, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,19, United-States, <=50K
28, Private,4, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,23, United-States, <=50K
18, Private,11, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,7,0,19, United-States, >50K
24, Private,11, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,17, United-States, <=50K
21, Local-gov,8, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,19, United-States, >50K
10, Private,6, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, <=50K
8, Private,1, 9th,5, Never-married, Sales, Not-in-family, White, Male,0,0,19, United-States, <=50K
17, Federal-gov,13, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, >50K
27, Private,8, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, <=50K
13, Private,9, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,19, United-States, <=50K
7, Private,6, Some-college,10, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,12, United-States, <=50K
8, Private,3, HS-grad,9, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,18,17, ?, <=50K
11, Local-gov,7, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,19, United-States, >50K
8, Local-gov,3, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,24, United-States, <=50K
21, Self-emp-not-inc,6, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,21,30, United-States, >50K
13, Private,6, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,23, United-States, >50K
21, Private,5, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female,0,0,19, England, <=50K
10, Federal-gov,8, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,19, United-States, <=50K
40, Private,3, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,19, United-States, >50K
18, Private,6, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7,0,30, United-States, >50K
20, Self-emp-not-inc,4, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
2, Private,5, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,19, United-States, <=50K
8, Private,3, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,19, United-States, <=50K
10, Self-emp-inc,10, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,19, United-States, >50K
0, ?,9, 10th,6, Never-married, ?, Own-child, White, Female,17,0,15, United-States, <=50K
8, Private,6, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,19, United-States, <=50K
9, Local-gov,5, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K
17, Private,3, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,19, United-States, <=50K
4, Private,14, Bachelors,13, Never-married, Sales, Other-relative, White, Male,0,0,19, United-States, <=50K
14, Private,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, >50K
26, Self-emp-not-inc,10, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,21,24, Canada, >50K
7, Private,12, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,2,0,12, United-States, <=50K
13, Private,3, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,19, United-States, <=50K
24, Private,2, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States, <=50K
26, Self-emp-inc,9, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
21, Local-gov,6, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,19, United-States, >50K
26, Private,7, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,28, United-States, <=50K
3, Private,3, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
2, Private,6, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,19, United-States, <=50K
15, Private,3, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
8, Private,2, Bachelors,13, Never-married, Exec-managerial, Own-child, Black, Male,0,0,19, Germany, <=50K
8, State-gov,8, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K
1, Private,9, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,17, United-States, <=50K
20, Private,9, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,19, United-States, >50K
2, Private,3, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,19,13, United-States, <=50K
9, Private,3, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, >50K
12, ?,3, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,19, United-States, <=50K
15, Private,11, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,19, United-States, <=50K
7, Private,1, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
4, Private,1, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,20,19, United-States, <=50K
14, Self-emp-not-inc,3, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,17, United-States, <=50K
13, Private,8, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
19, Private,4, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, Black, Female,0,0,17, United-States, <=50K
14, Federal-gov,3, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, Iran, >50K
17, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
6, Private,5, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,17, United-States, <=50K
2, Private,0, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,9, United-States, <=50K
21, Private,2, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,19, United-States, >50K
30, Self-emp-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
6, Private,7, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
1, Private,10, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,14, Mexico, <=50K
19, Private,6, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,17,19, United-States, >50K
36, Private,3, Some-college,10, Never-married, Tech-support, Other-relative, White, Male,0,0,19, United-States, <=50K
9, Private,5, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Female,0,0,14, United-States, <=50K
3, Private,5, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,11, United-States, <=50K
13, Private,3, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,11, United-States, <=50K
32, Private,5, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,25,19, United-States, <=50K
17, ?,5, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,19, United-States, <=50K
20, Local-gov,5, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,18, Mexico, <=50K
11, Private,6, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K
10, Private,5, Bachelors,13, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,19, Philippines, <=50K
2, Private,9, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,17, United-States, <=50K
23, ?,8, HS-grad,9, Divorced, ?, Not-in-family, White, Male,0,0,22, United-States, >50K
21, Private,5, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,22, United-States, <=50K
4, Private,6, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,19, United-States, <=50K
36, Self-emp-not-inc,16, Some-college,10, Separated, Sales, Unmarried, Black, Male,0,20,0, United-States, <=50K
8, Private,6, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
17, Private,7, Bachelors,13, Separated, Other-service, Other-relative, Black, Male,0,0,24, United-States, <=50K
34, ?,0, 1st-4th,2, Divorced, ?, Not-in-family, White, Female,0,0,9, United-States, <=50K
5, Private,8, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,19, United-States, <=50K
18, Self-emp-inc,2, Masters,14, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,19, United-States, <=50K
7, Private,2, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,19, England, <=50K
19, Self-emp-not-inc,6, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,19, United-States, >50K
13, Private,6, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,19, Mexico, <=50K
15, Federal-gov,7, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
19, State-gov,3, Masters,14, Widowed, Protective-serv, Unmarried, White, Male,0,0,19, United-States, <=50K
0, Private,0, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,7, United-States, <=50K
33, Local-gov,1, Assoc-voc,11, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,9, United-States, <=50K
6, Private,3, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,22,19, United-States, <=50K
7, State-gov,5, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,19, United-States, <=50K
23, Private,2, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,22,19, United-States, >50K
6, Private,14, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,24, United-States, <=50K
7, State-gov,4, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, >50K
6, Private,8, HS-grad,9, Married-spouse-absent, Sales, Unmarried, White, Female,0,0,12, United-States, <=50K
2, Private,10, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,19, United-States, <=50K
11, Private,15, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,19, United-States, <=50K
0, Private,5, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States, <=50K
10, Private,0, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, <=50K
18, Local-gov,5, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,18, United-States, >50K
17, Private,3, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K
8, Private,21, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,22, United-States, <=50K
15, Private,9, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, Mexico, >50K
13, Federal-gov,0, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, >50K
11, Private,9, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,19, United-States, <=50K
16, Self-emp-not-inc,4, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,19, United-States, <=50K
24, ?,4, Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,24, United-States, <=50K
9, Private,2, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, <=50K
28, State-gov,3, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,0, United-States, >50K
14, Private,4, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,13, United-States, <=50K
4, Private,4, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, <=50K
16, Local-gov,17, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,19, United-States, <=50K
20, Private,3, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,22, United-States, <=50K
16, Federal-gov,4, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,11, United-States, <=50K
4, Private,6, 5th-6th,3, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,19, Mexico, <=50K
13, Private,2, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,19, United-States, <=50K
15, Federal-gov,1, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,7,0,27, United-States, >50K
12, Private,4, Masters,14, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,3,0,19, United-States, >50K
4, Self-emp-not-inc,0, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,19, United-States, <=50K
6, Private,13, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,21,19, United-States, <=50K
1, ?,5, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,19, Italy, <=50K
23, Private,8, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, >50K
17, Local-gov,8, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,15,19, United-States, <=50K
13, State-gov,1, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,17, United-States, <=50K
0, Private,4, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
13, Private,3, Bachelors,13, Married-civ-spouse, Other-service, Husband, Black, Male,3,0,17, United-States, >50K
12, Private,0, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
28, Self-emp-inc,6, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,7,0,17, United-States, >50K
0, Private,1, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,5, United-States, <=50K
18, Local-gov,5, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,19, United-States, <=50K
13, Private,6, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, >50K
12, Private,4, Some-college,10, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,19, United-States, <=50K
29, Private,2, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,19, United-States, <=50K
25, Self-emp-inc,3, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, >50K
13, Private,21, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,30, United-States, >50K
22, Private,10, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,19, United-States, <=50K
14, Private,5, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, Poland, <=50K
19, Private,3, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,27, United-States, <=50K
5, Private,8, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,19, United-States, <=50K
9, Private,6, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,19, United-States, <=50K
32, ?,5, 1st-4th,2, Divorced, ?, Not-in-family, White, Male,0,0,19, United-States, <=50K
49, Private,1, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,25,19, United-States, <=50K
25, Private,5, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,9, United-States, <=50K
24, Local-gov,4, Preschool,1, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,17, United-States, <=50K
0, Private,7, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
29, ?,0, 10th,6, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,4, United-States, <=50K
33, Self-emp-not-inc,5, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,24, United-States, <=50K
39, Private,10, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,9, Columbia, <=50K
32, Private,5, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K
12, Private,17, 11th,7, Separated, Transport-moving, Not-in-family, Black, Male,1,0,19, United-States, <=50K
16, Private,3, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,18, United-States, <=50K
5, Private,4, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
10, Private,3, Some-college,10, Divorced, Craft-repair, Other-relative, Other, Female,0,0,19, United-States, <=50K
7, Private,2, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,27, United-States, >50K
28, State-gov,8, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,19, United-States, <=50K
15, State-gov,5, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,18, United-States, <=50K
16, Private,5, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, Iran, >50K
14, Local-gov,3, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
4, Private,3, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,19, United-States, <=50K
15, Private,11, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, >50K
16, Self-emp-not-inc,6, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,9, United-States, <=50K
4, State-gov,8, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,24, United-States, <=50K
2, ?,3, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,9, United-States, <=50K
14, Private,5, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,19,19, United-States, <=50K
26, Private,6, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,17, ?, <=50K
28, Private,7, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,22, United-States, >50K
10, Private,5, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
