age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
19, ?,6, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,19, United-States, <=50K
6, Private,8, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,19, United-States, <=50K.
10, Private,10, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, >50K.
3, Private,10, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,19, United-States, <=50K
21, Private,5, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,19, United-States, <=50K
18, Local-gov,4, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K.
8, Private,9, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
12, Private,5, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States, >50K
26, Local-gov,6, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,19, United-States, >50K
12, Private,8, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,19, United-States, <=50K
7, Local-gov,5, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,22,19, England, <=50K
9, Self-emp-not-inc,12, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,24, United-States, >50K
17, Private,6, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,19, United-States, <=50K
19, Local-gov,5, Masters,14, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,17, United-States, <=50K
15, Private,4, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2,0,24, United-States, >50K
1, Private,4, 11th,7, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,21, United-States, <=50K.
6, Private,2, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,2,0,19, United-States, >50K.
49, Private,4, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,19, United-States, <=50K.
12, Private,6, Assoc-voc,11, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,0,21, United-States, <=50K
8, Federal-gov,4, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, >50K
16, Local-gov,11, Some-college,10, Divorced, Protective-serv, Unmarried, White, Female,0,0,19, United-States, <=50K
14, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, >50K
6, Private,7, 12th,8, Never-married, Craft-repair, Unmarried, White, Male,0,0,19, United-States, <=50K.
9, State-gov,6, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,19, United-States, <=50K
11, Private,0, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,19, United-States, <=50K
10, Private,9, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,24, United-States, >50K
1, ?,10, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,14, United-States, <=50K
23, State-gov,3, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
30, Private,5, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,18,19, United-States, <=50K
2, Private,3, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,0,0,19, United-States, <=50K
21, ?,5, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,8, United-States, <=50K
7, Local-gov,5, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,19, United-States, <=50K
8, Self-emp-not-inc,5, Some-college,10, Separated, Prof-specialty, Unmarried, Black, Female,0,0,19, United-States, <=50K.
11, Federal-gov,3, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,19, United-States, <=50K.
8, Private,5, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,19, United-States, <=50K.
20, Private,5, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, >50K
14, Private,6, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,3, United-States, <=50K
28, Self-emp-not-inc,6, 10th,6, Separated, Sales, Other-relative, Other, Male,0,0,19, Cuba, <=50K.
3, ?,8, 12th,8, Never-married, ?, Not-in-family, White, Male,0,0,23, United-States, <=50K
1, Private,1, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States, <=50K
25, Private,2, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, <=50K.
26, Self-emp-not-inc,2, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,2,0,22, United-States, <=50K.
29, Private,7, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
22, Private,2, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,19, United-States, >50K
15, Private,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K
2, ?,6, Some-college,10, Never-married, ?, Other-relative, White, Female,0,0,9, United-States, <=50K.
2, ?,13, HS-grad,9, Never-married, ?, Other-relative, White, Male,0,0,17, Mexico, <=50K
10, Private,5, 11th,7, Never-married, Other-service, Not-in-family, Black, Male,0,0,19, United-States, <=50K
13, Private,5, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,19, United-States, >50K
1, Private,0, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,1, United-States, <=50K
10, Private,7, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, >50K
12, Private,13, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,19, United-States, <=50K.
2, Private,0, 11th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,19, United-States, <=50K.
7, Private,20, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K.
17, Private,0, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,19, United-States, <=50K
17, Private,5, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,49,0,27, United-States, >50K
8, Private,14, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,19, United-States, <=50K
28, Private,6, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,3,0,19, United-States, >50K.
8, Private,12, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,17, United-States, <=50K
13, Private,5, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,22, United-States, >50K
15, Private,6, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,23, United-States, >50K
20, Private,0, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,19, United-States, <=50K
28, Private,7, 10th,6, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,19, Philippines, <=50K
20, Federal-gov,6, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,19, United-States, <=50K
2, Private,8, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,19, United-States, <=50K
27, Private,5, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States, <=50K
11, Private,14, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,19, Germany, <=50K.
35, ?,6, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,0,0,17, United-States, >50K.
8, Private,14, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,14, United-States, <=50K.
21, Private,6, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,22,35, United-States, >50K.
8, Private,7, HS-grad,9, Separated, Other-service, Other-relative, White, Male,0,0,13, United-States, <=50K.
2, Private,3, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,9, United-States, <=50K
0, Private,5, 10th,6, Never-married, Sales, Own-child, White, Male,0,0,14, United-States, <=50K
30, Private,3, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,0,9, United-States, >50K
32, Self-emp-not-inc,0, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,19, United-States, <=50K
15, State-gov,6, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,7,0,18, United-States, >50K
7, Private,7, 11th,7, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,19, United-States, <=50K.
6, Private,1, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,14, United-States, <=50K
5, Private,5, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K.
0, Private,6, 11th,7, Never-married, Prof-specialty, Own-child, White, Male,0,0,19, United-States, <=50K.
4, Private,6, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,19, United-States, <=50K
19, Private,3, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
43, ?,4, 1st-4th,2, Widowed, ?, Not-in-family, White, Male,0,0,14, United-States, <=50K.
30, Private,2, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,19, United-States, >50K
9, Private,1, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,7,0,24, United-States, >50K
27, State-gov,8, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
15, Federal-gov,6, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, White, Female,0,0,19, United-States, <=50K.
28, Private,7, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,22, United-States, <=50K
7, Private,1, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,19, United-States, <=50K
10, Private,4, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,27, United-States, <=50K.
26, Private,4, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
11, Private,3, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,19, United-States, <=50K
23, Private,4, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,19, United-States, >50K.
17, State-gov,6, Doctorate,16, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,17, Jamaica, <=50K.
2, Private,0, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,19,14, United-States, <=50K.
15, Private,3, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,14, United-States, <=50K
19, Private,5, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,19, United-States, <=50K
13, Local-gov,8, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
6, ?,4, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,22,19, United-States, <=50K
15, Private,9, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,22, United-States, <=50K
21, Private,6, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,19, United-States, <=50K
9, Private,4, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K.
8, Private,1, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,21,19, United-States, >50K.
15, Private,1, Assoc-voc,11, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,19, United-States, <=50K
6, Self-emp-not-inc,13, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,19, United-States, <=50K
10, Federal-gov,1, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,22, United-States, <=50K
2, Private,5, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,9, United-States, <=50K
19, Private,13, 10th,6, Divorced, Sales, Unmarried, White, Female,0,0,17, United-States, <=50K.
32, ?,2, Some-college,10, Widowed, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,2, United-States, <=50K
21, State-gov,0, Bachelors,13, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,22, United-States, <=50K
19, Federal-gov,8, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,19, United-States, <=50K.
19, Private,0, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, >50K.
0, Private,10, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,12, United-States, <=50K
16, Private,8, Some-college,10, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
7, Private,10, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,19, ?, <=50K
8, Private,8, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, >50K
2, State-gov,3, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,19, United-States, <=50K
12, Private,13, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K.
14, Private,5, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
9, Private,7, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,21, United-States, <=50K
8, Private,9, Assoc-acdm,12, Separated, Other-service, Unmarried, White, Female,0,0,19, United-States, <=50K
15, Private,6, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,22, United-States, >50K
8, Private,6, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,17, United-States, <=50K
23, Self-emp-inc,3, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,27, United-States, >50K.
11, Private,4, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,22, ?, >50K.
13, Self-emp-not-inc,6, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States, <=50K.
8, Private,6, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, Hungary, <=50K
17, Self-emp-not-inc,0, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,3,0,19, United-States, >50K
15, Private,6, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,28, United-States, <=50K
6, Private,2, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,19, United-States, <=50K
19, Local-gov,6, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,17, United-States, <=50K
15, Private,13, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,23, United-States, <=50K
33, Private,2, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,19, United-States, <=50K.
23, State-gov,5, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, >50K
15, Local-gov,4, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,19, United-States, >50K
17, Private,13, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,22,24, United-States, >50K
17, Self-emp-not-inc,4, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,26, United-States, <=50K.
22, Private,3, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,19, United-States, <=50K
21, Private,7, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
5, Private,2, 11th,7, Divorced, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
6, Private,10, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,19, United-States, <=50K.
14, Private,6, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,19, United-States, <=50K.
2, Private,7, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, <=50K
21, Private,8, 10th,6, Divorced, Sales, Not-in-family, White, Female,0,0,18, United-States, <=50K
12, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,21, United-States, <=50K
28, Self-emp-not-inc,3, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
26, Self-emp-inc,10, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7,0,19, United-States, >50K.
25, Private,11, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,19, United-States, >50K
7, Private,12, Bachelors,13, Never-married, Sales, Own-child, Black, Male,3,0,24, United-States, <=50K.
28, Self-emp-not-inc,4, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, >50K
15, Self-emp-inc,3, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, United-States, >50K.
13, Self-emp-inc,12, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private,4, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,24, United-States, >50K
